Scene,Tile_ID,Row,Column,Pixel_X,Pixel_Y,Input_File,Target_File
Landsat8_Narmada_2023_PostMonsoon_002,8,1,2,512,256,Landsat8_Narmada_2023_PostMonsoon_002_tile_000008_input.tif,Landsat8_Narmada_2023_PostMonsoon_002_tile_000008_target.tif
Landsat8_Narmada_2023_PostMonsoon_002,9,1,3,768,256,Landsat8_Narmada_2023_PostMonsoon_002_tile_000009_input.tif,Landsat8_Narmada_2023_PostMonsoon_002_tile_000009_target.tif
Landsat8_Narmada_2023_PostMonsoon_002,10,1,4,782,256,Landsat8_Narmada_2023_PostMonsoon_002_tile_000010_input.tif,Landsat8_Narmada_2023_PostMonsoon_002_tile_000010_target.tif
Landsat8_Narmada_2023_PostMonsoon_002,11,2,0,0,491,Landsat8_Narmada_2023_PostMonsoon_002_tile_000011_input.tif,Landsat8_Narmada_2023_PostMonsoon_002_tile_000011_target.tif
Landsat8_Narmada_2023_PostMonsoon_002,12,2,1,256,491,Landsat8_Narmada_2023_PostMonsoon_002_tile_000012_input.tif,Landsat8_Narmada_2023_PostMonsoon_002_tile_000012_target.tif
Landsat8_Narmada_2023_PostMonsoon_002,13,2,2,512,491,Landsat8_Narmada_2023_PostMonsoon_002_tile_000013_input.tif,Landsat8_Narmada_2023_PostMonsoon_002_tile_000013_target.tif
Landsat8_Narmada_2023_PostMonsoon_002,14,2,3,768,491,Landsat8_Narmada_2023_PostMonsoon_002_tile_000014_input.tif,Landsat8_Narmada_2023_PostMonsoon_002_tile_000014_target.tif
Landsat8_Narmada_2023_PostMonsoon_002,15,2,4,782,491,Landsat8_Narmada_2023_PostMonsoon_002_tile_000015_input.tif,Landsat8_Narmada_2023_PostMonsoon_002_tile_000015_target.tif
Landsat8_Narmada_2023_PostMonsoon_003,1,0,0,0,0,Landsat8_Narmada_2023_PostMonsoon_003_tile_000001_input.tif,Landsat8_Narmada_2023_PostMonsoon_003_tile_000001_target.tif
Landsat8_Narmada_2023_PostMonsoon_003,2,0,1,256,0,Landsat8_Narmada_2023_PostMonsoon_003_tile_000002_input.tif,Landsat8_Narmada_2023_PostMonsoon_003_tile_000002_target.tif
Landsat8_Narmada_2023_PostMonsoon_003,3,0,2,512,0,Landsat8_Narmada_2023_PostMonsoon_003_tile_000003_input.tif,Landsat8_Narmada_2023_PostMonsoon_003_tile_000003_target.tif
Landsat8_Narmada_2023_PostMonsoon_003,4,0,3,768,0,Landsat8_Narmada_2023_PostMonsoon_003_tile_000004_input.tif,Landsat8_Narmada_2023_PostMonsoon_003_tile_000004_target.tif
Landsat8_Narmada_2023_PostMonsoon_003,5,0,4,782,0,Landsat8_Narmada_2023_PostMonsoon_003_tile_000005_input.tif,Landsat8_Narmada_2023_PostMonsoon_003_tile_000005_target.tif
Landsat8_Narmada_2023_PostMonsoon_003,6,1,0,0,256,Landsat8_Narmada_2023_PostMonsoon_003_tile_000006_input.tif,Landsat8_Narmada_2023_PostMonsoon_003_tile_000006_target.tif
Landsat8_Narmada_2023_PostMonsoon_003,7,1,1,256,256,Landsat8_Narmada_2023_PostMonsoon_003_tile_000007_input.tif,Landsat8_Narmada_2023_PostMonsoon_003_tile_000007_target.tif
Landsat8_Narmada_2023_PostMonsoon_003,8,1,2,512,256,Landsat8_Narmada_2023_PostMonsoon_003_tile_000008_input.tif,Landsat8_Narmada_2023_PostMonsoon_003_tile_000008_target.tif
Landsat8_Narmada_2023_PostMonsoon_003,9,1,3,768,256,Landsat8_Narmada_2023_PostMonsoon_003_tile_000009_input.tif,Landsat8_Narmada_2023_PostMonsoon_003_tile_000009_target.tif
Landsat8_Narmada_2023_PostMonsoon_003,10,1,4,782,256,Landsat8_Narmada_2023_PostMonsoon_003_tile_000010_input.tif,Landsat8_Narmada_2023_PostMonsoon_003_tile_000010_target.tif
Landsat8_Narmada_2023_PostMonsoon_003,11,2,0,0,491,Landsat8_Narmada_2023_PostMonsoon_003_tile_000011_input.tif,Landsat8_Narmada_2023_PostMonsoon_003_tile_000011_target.tif
Landsat8_Narmada_2023_PostMonsoon_003,12,2,1,256,491,Landsat8_Narmada_2023_PostMonsoon_003_tile_000012_input.tif,Landsat8_Narmada_2023_PostMonsoon_003_tile_000012_target.tif
Landsat8_Narmada_2023_PostMonsoon_003,13,2,2,512,491,Landsat8_Narmada_2023_PostMonsoon_003_tile_000013_input.tif,Landsat8_Narmada_2023_PostMonsoon_003_tile_000013_target.tif
Landsat8_Narmada_2023_PostMonsoon_003,14,2,3,768,491,Landsat8_Narmada_2023_PostMonsoon_003_tile_000014_input.tif,Landsat8_Narmada_2023_PostMonsoon_003_tile_000014_target.tif
Landsat8_Narmada_2023_PostMonsoon_003,15,2,4,782,491,Landsat8_Narmada_2023_PostMonsoon_003_tile_000015_input.tif,Landsat8_Narmada_2023_PostMonsoon_003_tile_000015_target.tif
Landsat8_Narmada_2023_Summer_001,1,0,0,0,0,Landsat8_Narmada_2023_Summer_001_tile_000001_input.tif,Landsat8_Narmada_2023_Summer_001_tile_000001_target.tif
Landsat8_Narmada_2023_Summer_001,2,0,1,256,0,Landsat8_Narmada_2023_Summer_001_tile_000002_input.tif,Landsat8_Narmada_2023_Summer_001_tile_000002_target.tif
Landsat8_Narmada_2023_Summer_001,3,0,2,512,0,Landsat8_Narmada_2023_Summer_001_tile_000003_input.tif,Landsat8_Narmada_2023_Summer_001_tile_000003_target.tif
Landsat8_Narmada_2023_Summer_001,4,0,3,768,0,Landsat8_Narmada_2023_Summer_001_tile_000004_input.tif,Landsat8_Narmada_2023_Summer_001_tile_000004_target.tif
Landsat8_Narmada_2023_Summer_001,5,0,4,782,0,Landsat8_Narmada_2023_Summer_001_tile_000005_input.tif,Landsat8_Narmada_2023_Summer_001_tile_000005_target.tif
Landsat8_Narmada_2023_Summer_001,6,1,0,0,256,Landsat8_Narmada_2023_Summer_001_tile_000006_input.tif,Landsat8_Narmada_2023_Summer_001_tile_000006_target.tif
Landsat8_Narmada_2023_Summer_001,7,1,1,256,256,Landsat8_Narmada_2023_Summer_001_tile_000007_input.tif,Landsat8_Narmada_2023_Summer_001_tile_000007_target.tif
Landsat8_Narmada_2023_Summer_001,8,1,2,512,256,Landsat8_Narmada_2023_Summer_001_tile_000008_input.tif,Landsat8_Narmada_2023_Summer_001_tile_000008_target.tif
Landsat8_Narmada_2023_Summer_001,9,1,3,768,256,Landsat8_Narmada_2023_Summer_001_tile_000009_input.tif,Landsat8_Narmada_2023_Summer_001_tile_000009_target.tif
Landsat8_Narmada_2023_Summer_001,10,1,4,782,256,Landsat8_Narmada_2023_Summer_001_tile_000010_input.tif,Landsat8_Narmada_2023_Summer_001_tile_000010_target.tif
Landsat8_Narmada_2023_Summer_001,11,2,0,0,491,Landsat8_Narmada_2023_Summer_001_tile_000011_input.tif,Landsat8_Narmada_2023_Summer_001_tile_000011_target.tif
Landsat8_Narmada_2023_Summer_001,12,2,1,256,491,Landsat8_Narmada_2023_Summer_001_tile_000012_input.tif,Landsat8_Narmada_2023_Summer_001_tile_000012_target.tif
Landsat8_Narmada_2023_Summer_001,13,2,2,512,491,Landsat8_Narmada_2023_Summer_001_tile_000013_input.tif,Landsat8_Narmada_2023_Summer_001_tile_000013_target.tif
Landsat8_Narmada_2023_Summer_001,14,2,3,768,491,Landsat8_Narmada_2023_Summer_001_tile_000014_input.tif,Landsat8_Narmada_2023_Summer_001_tile_000014_target.tif
Landsat8_Narmada_2023_Summer_001,15,2,4,782,491,Landsat8_Narmada_2023_Summer_001_tile_000015_input.tif,Landsat8_Narmada_2023_Summer_001_tile_000015_target.tif
Landsat8_Narmada_2023_Summer_002,1,0,0,0,0,Landsat8_Narmada_2023_Summer_002_tile_000001_input.tif,Landsat8_Narmada_2023_Summer_002_tile_000001_target.tif
Landsat8_Narmada_2023_Summer_002,2,0,1,256,0,Landsat8_Narmada_2023_Summer_002_tile_000002_input.tif,Landsat8_Narmada_2023_Summer_002_tile_000002_target.tif
Landsat8_Narmada_2023_Summer_002,3,0,2,512,0,Landsat8_Narmada_2023_Summer_002_tile_000003_input.tif,Landsat8_Narmada_2023_Summer_002_tile_000003_target.tif
Landsat8_Narmada_2023_Summer_002,4,0,3,768,0,Landsat8_Narmada_2023_Summer_002_tile_000004_input.tif,Landsat8_Narmada_2023_Summer_002_tile_000004_target.tif
Landsat8_Narmada_2023_Summer_002,5,0,4,782,0,Landsat8_Narmada_2023_Summer_002_tile_000005_input.tif,Landsat8_Narmada_2023_Summer_002_tile_000005_target.tif
Landsat8_Narmada_2023_Summer_002,6,1,0,0,256,Landsat8_Narmada_2023_Summer_002_tile_000006_input.tif,Landsat8_Narmada_2023_Summer_002_tile_000006_target.tif
Landsat8_Narmada_2023_Summer_002,7,1,1,256,256,Landsat8_Narmada_2023_Summer_002_tile_000007_input.tif,Landsat8_Narmada_2023_Summer_002_tile_000007_target.tif
Landsat8_Narmada_2023_Summer_002,8,1,2,512,256,Landsat8_Narmada_2023_Summer_002_tile_000008_input.tif,Landsat8_Narmada_2023_Summer_002_tile_000008_target.tif
Landsat8_Narmada_2023_Summer_002,9,1,3,768,256,Landsat8_Narmada_2023_Summer_002_tile_000009_input.tif,Landsat8_Narmada_2023_Summer_002_tile_000009_target.tif
Landsat8_Narmada_2023_Summer_002,10,1,4,782,256,Landsat8_Narmada_2023_Summer_002_tile_000010_input.tif,Landsat8_Narmada_2023_Summer_002_tile_000010_target.tif
Landsat8_Narmada_2023_Summer_002,11,2,0,0,491,Landsat8_Narmada_2023_Summer_002_tile_000011_input.tif,Landsat8_Narmada_2023_Summer_002_tile_000011_target.tif
Landsat8_Narmada_2023_Summer_002,12,2,1,256,491,Landsat8_Narmada_2023_Summer_002_tile_000012_input.tif,Landsat8_Narmada_2023_Summer_002_tile_000012_target.tif
Landsat8_Narmada_2023_Summer_002,13,2,2,512,491,Landsat8_Narmada_2023_Summer_002_tile_000013_input.tif,Landsat8_Narmada_2023_Summer_002_tile_000013_target.tif
Landsat8_Narmada_2023_Summer_002,14,2,3,768,491,Landsat8_Narmada_2023_Summer_002_tile_000014_input.tif,Landsat8_Narmada_2023_Summer_002_tile_000014_target.tif
Landsat8_Narmada_2023_Summer_002,15,2,4,782,491,Landsat8_Narmada_2023_Summer_002_tile_000015_input.tif,Landsat8_Narmada_2023_Summer_002_tile_000015_target.tif
Landsat8_Narmada_2023_Summer_003,1,0,0,0,0,Landsat8_Narmada_2023_Summer_003_tile_000001_input.tif,Landsat8_Narmada_2023_Summer_003_tile_000001_target.tif
Landsat8_Narmada_2023_Summer_003,2,0,1,256,0,Landsat8_Narmada_2023_Summer_003_tile_000002_input.tif,Landsat8_Narmada_2023_Summer_003_tile_000002_target.tif
Landsat8_Narmada_2023_Summer_003,3,0,2,512,0,Landsat8_Narmada_2023_Summer_003_tile_000003_input.tif,Landsat8_Narmada_2023_Summer_003_tile_000003_target.tif
Landsat8_Narmada_2023_Summer_003,4,0,3,768,0,Landsat8_Narmada_2023_Summer_003_tile_000004_input.tif,Landsat8_Narmada_2023_Summer_003_tile_000004_target.tif
Landsat8_Narmada_2023_Summer_003,5,0,4,782,0,Landsat8_Narmada_2023_Summer_003_tile_000005_input.tif,Landsat8_Narmada_2023_Summer_003_tile_000005_target.tif
Landsat8_Narmada_2023_Summer_003,6,1,0,0,256,Landsat8_Narmada_2023_Summer_003_tile_000006_input.tif,Landsat8_Narmada_2023_Summer_003_tile_000006_target.tif
Landsat8_Narmada_2023_Summer_003,7,1,1,256,256,Landsat8_Narmada_2023_Summer_003_tile_000007_input.tif,Landsat8_Narmada_2023_Summer_003_tile_000007_target.tif
Landsat8_Narmada_2023_Summer_003,8,1,2,512,256,Landsat8_Narmada_2023_Summer_003_tile_000008_input.tif,Landsat8_Narmada_2023_Summer_003_tile_000008_target.tif
Landsat8_Narmada_2023_Summer_003,9,1,3,768,256,Landsat8_Narmada_2023_Summer_003_tile_000009_input.tif,Landsat8_Narmada_2023_Summer_003_tile_000009_target.tif
Landsat8_Narmada_2023_Summer_003,10,1,4,782,256,Landsat8_Narmada_2023_Summer_003_tile_000010_input.tif,Landsat8_Narmada_2023_Summer_003_tile_000010_target.tif
Landsat8_Narmada_2023_Summer_003,11,2,0,0,491,Landsat8_Narmada_2023_Summer_003_tile_000011_input.tif,Landsat8_Narmada_2023_Summer_003_tile_000011_target.tif
Landsat8_Narmada_2023_Summer_003,12,2,1,256,491,Landsat8_Narmada_2023_Summer_003_tile_000012_input.tif,Landsat8_Narmada_2023_Summer_003_tile_000012_target.tif
Landsat8_Narmada_2023_Summer_003,13,2,2,512,491,Landsat8_Narmada_2023_Summer_003_tile_000013_input.tif,Landsat8_Narmada_2023_Summer_003_tile_000013_target.tif
Landsat8_Narmada_2023_Summer_003,14,2,3,768,491,Landsat8_Narmada_2023_Summer_003_tile_000014_input.tif,Landsat8_Narmada_2023_Summer_003_tile_000014_target.tif
Landsat8_Narmada_2023_Summer_003,15,2,4,782,491,Landsat8_Narmada_2023_Summer_003_tile_000015_input.tif,Landsat8_Narmada_2023_Summer_003_tile_000015_target.tif
Landsat8_Narmada_2023_Winter_001,1,0,0,0,0,Landsat8_Narmada_2023_Winter_001_tile_000001_input.tif,Landsat8_Narmada_2023_Winter_001_tile_000001_target.tif
Landsat8_Narmada_2023_Winter_001,2,0,1,256,0,Landsat8_Narmada_2023_Winter_001_tile_000002_input.tif,Landsat8_Narmada_2023_Winter_001_tile_000002_target.tif
Landsat8_Narmada_2023_Winter_001,3,0,2,512,0,Landsat8_Narmada_2023_Winter_001_tile_000003_input.tif,Landsat8_Narmada_2023_Winter_001_tile_000003_target.tif
Landsat8_Narmada_2023_Winter_001,4,0,3,768,0,Landsat8_Narmada_2023_Winter_001_tile_000004_input.tif,Landsat8_Narmada_2023_Winter_001_tile_000004_target.tif
Landsat8_Narmada_2023_Winter_001,5,0,4,782,0,Landsat8_Narmada_2023_Winter_001_tile_000005_input.tif,Landsat8_Narmada_2023_Winter_001_tile_000005_target.tif
Landsat8_Narmada_2023_Winter_001,6,1,0,0,256,Landsat8_Narmada_2023_Winter_001_tile_000006_input.tif,Landsat8_Narmada_2023_Winter_001_tile_000006_target.tif
Landsat8_Narmada_2023_Winter_001,7,1,1,256,256,Landsat8_Narmada_2023_Winter_001_tile_000007_input.tif,Landsat8_Narmada_2023_Winter_001_tile_000007_target.tif
Landsat8_Narmada_2023_Winter_001,8,1,2,512,256,Landsat8_Narmada_2023_Winter_001_tile_000008_input.tif,Landsat8_Narmada_2023_Winter_001_tile_000008_target.tif
Landsat8_Narmada_2023_Winter_001,9,1,3,768,256,Landsat8_Narmada_2023_Winter_001_tile_000009_input.tif,Landsat8_Narmada_2023_Winter_001_tile_000009_target.tif
Landsat8_Narmada_2023_Winter_001,10,1,4,782,256,Landsat8_Narmada_2023_Winter_001_tile_000010_input.tif,Landsat8_Narmada_2023_Winter_001_tile_000010_target.tif
Landsat8_Narmada_2023_Winter_001,11,2,0,0,491,Landsat8_Narmada_2023_Winter_001_tile_000011_input.tif,Landsat8_Narmada_2023_Winter_001_tile_000011_target.tif
Landsat8_Narmada_2023_Winter_001,12,2,1,256,491,Landsat8_Narmada_2023_Winter_001_tile_000012_input.tif,Landsat8_Narmada_2023_Winter_001_tile_000012_target.tif
Landsat8_Narmada_2023_Winter_001,13,2,2,512,491,Landsat8_Narmada_2023_Winter_001_tile_000013_input.tif,Landsat8_Narmada_2023_Winter_001_tile_000013_target.tif
Landsat8_Narmada_2023_Winter_001,14,2,3,768,491,Landsat8_Narmada_2023_Winter_001_tile_000014_input.tif,Landsat8_Narmada_2023_Winter_001_tile_000014_target.tif
Landsat8_Narmada_2023_Winter_001,15,2,4,782,491,Landsat8_Narmada_2023_Winter_001_tile_000015_input.tif,Landsat8_Narmada_2023_Winter_001_tile_000015_target.tif
Landsat8_Narmada_2023_Winter_002,1,0,0,0,0,Landsat8_Narmada_2023_Winter_002_tile_000001_input.tif,Landsat8_Narmada_2023_Winter_002_tile_000001_target.tif
Landsat8_Narmada_2023_Winter_002,2,0,1,256,0,Landsat8_Narmada_2023_Winter_002_tile_000002_input.tif,Landsat8_Narmada_2023_Winter_002_tile_000002_target.tif
Landsat8_Narmada_2023_Winter_002,3,0,2,512,0,Landsat8_Narmada_2023_Winter_002_tile_000003_input.tif,Landsat8_Narmada_2023_Winter_002_tile_000003_target.tif
Landsat8_Narmada_2023_Winter_002,4,0,3,768,0,Landsat8_Narmada_2023_Winter_002_tile_000004_input.tif,Landsat8_Narmada_2023_Winter_002_tile_000004_target.tif
Landsat8_Narmada_2023_Winter_002,5,0,4,782,0,Landsat8_Narmada_2023_Winter_002_tile_000005_input.tif,Landsat8_Narmada_2023_Winter_002_tile_000005_target.tif
Landsat8_Narmada_2023_Winter_002,6,1,0,0,256,Landsat8_Narmada_2023_Winter_002_tile_000006_input.tif,Landsat8_Narmada_2023_Winter_002_tile_000006_target.tif
Landsat8_Narmada_2023_Winter_002,7,1,1,256,256,Landsat8_Narmada_2023_Winter_002_tile_000007_input.tif,Landsat8_Narmada_2023_Winter_002_tile_000007_target.tif
Landsat8_Narmada_2023_Winter_002,8,1,2,512,256,Landsat8_Narmada_2023_Winter_002_tile_000008_input.tif,Landsat8_Narmada_2023_Winter_002_tile_000008_target.tif
Landsat8_Narmada_2023_Winter_002,9,1,3,768,256,Landsat8_Narmada_2023_Winter_002_tile_000009_input.tif,Landsat8_Narmada_2023_Winter_002_tile_000009_target.tif
Landsat8_Narmada_2023_Winter_002,10,1,4,782,256,Landsat8_Narmada_2023_Winter_002_tile_000010_input.tif,Landsat8_Narmada_2023_Winter_002_tile_000010_target.tif
Landsat8_Narmada_2023_Winter_002,11,2,0,0,491,Landsat8_Narmada_2023_Winter_002_tile_000011_input.tif,Landsat8_Narmada_2023_Winter_002_tile_000011_target.tif
Landsat8_Narmada_2023_Winter_002,12,2,1,256,491,Landsat8_Narmada_2023_Winter_002_tile_000012_input.tif,Landsat8_Narmada_2023_Winter_002_tile_000012_target.tif
Landsat8_Narmada_2023_Winter_002,13,2,2,512,491,Landsat8_Narmada_2023_Winter_002_tile_000013_input.tif,Landsat8_Narmada_2023_Winter_002_tile_000013_target.tif
Landsat8_Narmada_2023_Winter_002,14,2,3,768,491,Landsat8_Narmada_2023_Winter_002_tile_000014_input.tif,Landsat8_Narmada_2023_Winter_002_tile_000014_target.tif
Landsat8_Narmada_2023_Winter_002,15,2,4,782,491,Landsat8_Narmada_2023_Winter_002_tile_000015_input.tif,Landsat8_Narmada_2023_Winter_002_tile_000015_target.tif
Landsat8_Narmada_2023_Winter_003,1,0,0,0,0,Landsat8_Narmada_2023_Winter_003_tile_000001_input.tif,Landsat8_Narmada_2023_Winter_003_tile_000001_target.tif
Landsat8_Narmada_2023_Winter_003,2,0,1,256,0,Landsat8_Narmada_2023_Winter_003_tile_000002_input.tif,Landsat8_Narmada_2023_Winter_003_tile_000002_target.tif
Landsat8_Narmada_2023_Winter_003,3,0,2,512,0,Landsat8_Narmada_2023_Winter_003_tile_000003_input.tif,Landsat8_Narmada_2023_Winter_003_tile_000003_target.tif
Landsat8_Narmada_2023_Winter_003,4,0,3,768,0,Landsat8_Narmada_2023_Winter_003_tile_000004_input.tif,Landsat8_Narmada_2023_Winter_003_tile_000004_target.tif
Landsat8_Narmada_2023_Winter_003,5,0,4,782,0,Landsat8_Narmada_2023_Winter_003_tile_000005_input.tif,Landsat8_Narmada_2023_Winter_003_tile_000005_target.tif
Landsat8_Narmada_2023_Winter_003,6,1,0,0,256,Landsat8_Narmada_2023_Winter_003_tile_000006_input.tif,Landsat8_Narmada_2023_Winter_003_tile_000006_target.tif
Landsat8_Narmada_2023_Winter_003,7,1,1,256,256,Landsat8_Narmada_2023_Winter_003_tile_000007_input.tif,Landsat8_Narmada_2023_Winter_003_tile_000007_target.tif
Landsat8_Narmada_2023_Winter_003,8,1,2,512,256,Landsat8_Narmada_2023_Winter_003_tile_000008_input.tif,Landsat8_Narmada_2023_Winter_003_tile_000008_target.tif
Landsat8_Narmada_2023_Winter_003,9,1,3,768,256,Landsat8_Narmada_2023_Winter_003_tile_000009_input.tif,Landsat8_Narmada_2023_Winter_003_tile_000009_target.tif
Landsat8_Narmada_2023_Winter_003,10,1,4,782,256,Landsat8_Narmada_2023_Winter_003_tile_000010_input.tif,Landsat8_Narmada_2023_Winter_003_tile_000010_target.tif
Landsat8_Narmada_2023_Winter_003,11,2,0,0,491,Landsat8_Narmada_2023_Winter_003_tile_000011_input.tif,Landsat8_Narmada_2023_Winter_003_tile_000011_target.tif
Landsat8_Narmada_2023_Winter_003,12,2,1,256,491,Landsat8_Narmada_2023_Winter_003_tile_000012_input.tif,Landsat8_Narmada_2023_Winter_003_tile_000012_target.tif
Landsat8_Narmada_2023_Winter_003,13,2,2,512,491,Landsat8_Narmada_2023_Winter_003_tile_000013_input.tif,Landsat8_Narmada_2023_Winter_003_tile_000013_target.tif
Landsat8_Narmada_2023_Winter_003,14,2,3,768,491,Landsat8_Narmada_2023_Winter_003_tile_000014_input.tif,Landsat8_Narmada_2023_Winter_003_tile_000014_target.tif
Landsat8_Narmada_2023_Winter_003,15,2,4,782,491,Landsat8_Narmada_2023_Winter_003_tile_000015_input.tif,Landsat8_Narmada_2023_Winter_003_tile_000015_target.tif
Landsat8_Narmada_2024_PostMonsoon_001,1,0,0,0,0,Landsat8_Narmada_2024_PostMonsoon_001_tile_000001_input.tif,Landsat8_Narmada_2024_PostMonsoon_001_tile_000001_target.tif
Landsat8_Narmada_2024_PostMonsoon_001,2,0,1,256,0,Landsat8_Narmada_2024_PostMonsoon_001_tile_000002_input.tif,Landsat8_Narmada_2024_PostMonsoon_001_tile_000002_target.tif
Landsat8_Narmada_2024_PostMonsoon_001,3,0,2,512,0,Landsat8_Narmada_2024_PostMonsoon_001_tile_000003_input.tif,Landsat8_Narmada_2024_PostMonsoon_001_tile_000003_target.tif
Landsat8_Narmada_2024_PostMonsoon_001,4,0,3,768,0,Landsat8_Narmada_2024_PostMonsoon_001_tile_000004_input.tif,Landsat8_Narmada_2024_PostMonsoon_001_tile_000004_target.tif
Landsat8_Narmada_2024_PostMonsoon_001,5,0,4,782,0,Landsat8_Narmada_2024_PostMonsoon_001_tile_000005_input.tif,Landsat8_Narmada_2024_PostMonsoon_001_tile_000005_target.tif
Landsat8_Narmada_2024_PostMonsoon_001,6,1,0,0,256,Landsat8_Narmada_2024_PostMonsoon_001_tile_000006_input.tif,Landsat8_Narmada_2024_PostMonsoon_001_tile_000006_target.tif
Landsat8_Narmada_2024_PostMonsoon_001,7,1,1,256,256,Landsat8_Narmada_2024_PostMonsoon_001_tile_000007_input.tif,Landsat8_Narmada_2024_PostMonsoon_001_tile_000007_target.tif
Landsat8_Narmada_2024_PostMonsoon_001,8,1,2,512,256,Landsat8_Narmada_2024_PostMonsoon_001_tile_000008_input.tif,Landsat8_Narmada_2024_PostMonsoon_001_tile_000008_target.tif
Landsat8_Narmada_2024_PostMonsoon_001,9,1,3,768,256,Landsat8_Narmada_2024_PostMonsoon_001_tile_000009_input.tif,Landsat8_Narmada_2024_PostMonsoon_001_tile_000009_target.tif
Landsat8_Narmada_2024_PostMonsoon_001,10,1,4,782,256,Landsat8_Narmada_2024_PostMonsoon_001_tile_000010_input.tif,Landsat8_Narmada_2024_PostMonsoon_001_tile_000010_target.tif
Landsat8_Narmada_2024_PostMonsoon_001,11,2,0,0,491,Landsat8_Narmada_2024_PostMonsoon_001_tile_000011_input.tif,Landsat8_Narmada_2024_PostMonsoon_001_tile_000011_target.tif
Landsat8_Narmada_2024_PostMonsoon_001,12,2,1,256,491,Landsat8_Narmada_2024_PostMonsoon_001_tile_000012_input.tif,Landsat8_Narmada_2024_PostMonsoon_001_tile_000012_target.tif
Landsat8_Narmada_2024_PostMonsoon_001,13,2,2,512,491,Landsat8_Narmada_2024_PostMonsoon_001_tile_000013_input.tif,Landsat8_Narmada_2024_PostMonsoon_001_tile_000013_target.tif
Landsat8_Narmada_2024_PostMonsoon_001,14,2,3,768,491,Landsat8_Narmada_2024_PostMonsoon_001_tile_000014_input.tif,Landsat8_Narmada_2024_PostMonsoon_001_tile_000014_target.tif
Landsat8_Narmada_2024_PostMonsoon_001,15,2,4,782,491,Landsat8_Narmada_2024_PostMonsoon_001_tile_000015_input.tif,Landsat8_Narmada_2024_PostMonsoon_001_tile_000015_target.tif
Landsat8_Narmada_2024_PostMonsoon_002,1,0,0,0,0,Landsat8_Narmada_2024_PostMonsoon_002_tile_000001_input.tif,Landsat8_Narmada_2024_PostMonsoon_002_tile_000001_target.tif
Landsat8_Narmada_2024_PostMonsoon_002,2,0,1,256,0,Landsat8_Narmada_2024_PostMonsoon_002_tile_000002_input.tif,Landsat8_Narmada_2024_PostMonsoon_002_tile_000002_target.tif
Landsat8_Narmada_2024_PostMonsoon_002,3,0,2,512,0,Landsat8_Narmada_2024_PostMonsoon_002_tile_000003_input.tif,Landsat8_Narmada_2024_PostMonsoon_002_tile_000003_target.tif
Landsat8_Narmada_2024_PostMonsoon_002,4,0,3,768,0,Landsat8_Narmada_2024_PostMonsoon_002_tile_000004_input.tif,Landsat8_Narmada_2024_PostMonsoon_002_tile_000004_target.tif
Landsat8_Narmada_2024_PostMonsoon_002,5,0,4,782,0,Landsat8_Narmada_2024_PostMonsoon_002_tile_000005_input.tif,Landsat8_Narmada_2024_PostMonsoon_002_tile_000005_target.tif
Landsat8_Narmada_2024_PostMonsoon_002,6,1,0,0,256,Landsat8_Narmada_2024_PostMonsoon_002_tile_000006_input.tif,Landsat8_Narmada_2024_PostMonsoon_002_tile_000006_target.tif
Landsat8_Narmada_2024_PostMonsoon_002,7,1,1,256,256,Landsat8_Narmada_2024_PostMonsoon_002_tile_000007_input.tif,Landsat8_Narmada_2024_PostMonsoon_002_tile_000007_target.tif
Landsat8_Narmada_2024_PostMonsoon_002,8,1,2,512,256,Landsat8_Narmada_2024_PostMonsoon_002_tile_000008_input.tif,Landsat8_Narmada_2024_PostMonsoon_002_tile_000008_target.tif
Landsat8_Narmada_2024_PostMonsoon_002,9,1,3,768,256,Landsat8_Narmada_2024_PostMonsoon_002_tile_000009_input.tif,Landsat8_Narmada_2024_PostMonsoon_002_tile_000009_target.tif
Landsat8_Narmada_2024_PostMonsoon_002,10,1,4,782,256,Landsat8_Narmada_2024_PostMonsoon_002_tile_000010_input.tif,Landsat8_Narmada_2024_PostMonsoon_002_tile_000010_target.tif
Landsat8_Narmada_2024_PostMonsoon_002,11,2,0,0,491,Landsat8_Narmada_2024_PostMonsoon_002_tile_000011_input.tif,Landsat8_Narmada_2024_PostMonsoon_002_tile_000011_target.tif
Landsat8_Narmada_2024_PostMonsoon_002,12,2,1,256,491,Landsat8_Narmada_2024_PostMonsoon_002_tile_000012_input.tif,Landsat8_Narmada_2024_PostMonsoon_002_tile_000012_target.tif
Landsat8_Narmada_2024_PostMonsoon_002,13,2,2,512,491,Landsat8_Narmada_2024_PostMonsoon_002_tile_000013_input.tif,Landsat8_Narmada_2024_PostMonsoon_002_tile_000013_target.tif
Landsat8_Narmada_2024_PostMonsoon_002,14,2,3,768,491,Landsat8_Narmada_2024_PostMonsoon_002_tile_000014_input.tif,Landsat8_Narmada_2024_PostMonsoon_002_tile_000014_target.tif
Landsat8_Narmada_2024_PostMonsoon_002,15,2,4,782,491,Landsat8_Narmada_2024_PostMonsoon_002_tile_000015_input.tif,Landsat8_Narmada_2024_PostMonsoon_002_tile_000015_target.tif
Landsat8_Narmada_2024_PostMonsoon_003,1,0,0,0,0,Landsat8_Narmada_2024_PostMonsoon_003_tile_000001_input.tif,Landsat8_Narmada_2024_PostMonsoon_003_tile_000001_target.tif
